keyword,occurrences
raindrop impact,1
aggregate breakdown,1
settling tube,1
settling velocity,1
arenaviridae infections,1
rhabdoviridae infections,1
recently infected,1
nucleosides,1
nucleotides,1
thermoelectric figure of merit,1
field-effect transistor measurements,1
jean gerson,1
utilitas,1
john mair,1
stephanus brulefer,1
nikolaus von dinkelsbühl,1
antineoplastic combined chemotherapy protocols,1
aromatase inhibitors,1
map kinase kinase 1,1
map kinase kinase 2,1
postmenopause,1
endocrine therapy,1
fulvestrant,1
mapk pathway,1
mek 1,1
2 inhibitor,1
selumetinib,1
janus kinases,1
pyrazoles,1
salvage therapy,1
homologous,1
patient education as topic,1
self efficacy,1
medication information,1
cardiomyopathies,1
electric countershock,1
heart conduction system,1
papequ,1
parental perspectives,1
homeobox,1
fgf,1
hoxa,1
hoxd,1
shh,1
teleost,1
topological domains,1
turing,1
wnt,1
superconductivity edge physics,1
nursing care left undone,1
omitted care,1
teamwork,1
turnover,1
work stressors,1
charge pumping,1
radio frequency,1
bottom gates,1
network extension,1
investment delay,1
resource economics,1
evolution of helping,1
synergy,1
inclusive fitness,1
evolutionary games,1
flagellin,1
flg22,1
pattern recognition receptor,1
promoter expression,1
stomata,1
advance notice period,1
hedge funds,1
performance persistence,1
business angels,1
life sciences,1
medical technology,1
dickinson,1
emily 1800-1899,1
foucault,1
michel,1
american literature,1
relativity,1
mutuality,1
sperm production,1
sperm morphology,1
consistent covariance-matrix,1
currency markets,1
carry trade,1
emerging markets,1
cross-section,1
portfolio,1
returns,1
momentum,1
writing system,1
post war reconstruction,1
mouffe,1
shill bidding,1
bidding behavior,1
aggregate level,1
firm size distribution,1
heterogeneous firms,1
r&d investments,1
trade liberalization,1
amyloid fibrillation,1
cyclic peptides,1
fibrils,1
fear of crime,1
policing and crime,1
grim trigger,1
amyloid beta peptide,1
hairpin,1
neurotoxicity,1
electricity network,1
mcp,1
neoplastic cells,1
circulating,1
gamma catenin,1
cyclic amp-dependent protein kinases,1
g-protein coupled receptor,1
pka,1
antifungal agents,1
chemoprevention,1
mannans,1
consultation,1
out-of-hours,1
psychometric,1
teleconsultation,1
teletriage,1
t-lymphocytopenia,1
idiopathic cd4-positive,1
named data networking,1
wireless ad hoc network,1
ndnsim,1
interest rate control,1
instrumententwicklung,1
risikoschwangerschaft,1
ungewissheit,1
kognitive interviews,1
glycosyltransferases,1
electrospray ionization,1
model quantum field theories,1
canonical quantization of gauge theories,1
infrared divergences,1
gauge symmetries,1
cardiovascular nursing,1
post-registration nurse education programmes,1
science and literature,1
heterosexuality,1
social behavior,1
hiv-1 transmission,1
injection drug use,1
latent class analysis,1
sexual orientation,1
socioeconomic position,1
early adulthood,1
football,1
adoleszente,1
cystische fibrose,1
glycosaminoglycans,1
herpes zoster ophthalmicus,1
keratitis,1
nitrosation,1
nitroso compounds,1
s-nitrosylation,1
emission trading,1
survey experiment,1
unilateralism,1
greek chorus,1
choreia,1
greek lyric,1
greek comedy,1
festival,1
festivity,1
blood vessels,1
technology spillovers,1
multiproduct,1
distributed,1
environmental economics,1
directed technical change,1
model predictive control,1
anorexia nervosa,1
calcineurin,1
cullin proteins,1
guanine nucleotide exchange factors,1
developmental engineering,1
endochondral,1
osteoinductive,1
hematopoisesis,1
organ culture techniques,1
protective agents,1
heinz nixdorf recall study,1
germinal center,1
pneumococcal vaccines,1
streptococcus pneumoniae,1
exons,1
angiotensin-i-converting enzyme,1
carboxypeptidase n,1
m,1
factor xii mutation,1
hereditary angioedema with normal c1 inhibitor,1
effective diophantine approximation,1
height,1
anomalous intersections,1
electron spins computation qubit physics,1
entorhinal cortex,1
long-term synaptic depression,1
crystallized intelligence,1
fluid intelligence,1
gene-based analysis,1
pathway analysis,1
theatre,1
intangible cultural heritage,1
cetuximab,1
neurokinin-1,1
glioblastoma multiforme,1
neurokinin-1 receptor (nk1r),1
targeted glioma therapy,1
nk cell lectin-like receptor subfamily b,1
nk cell lectin-like receptor subfamily k,1
natural cytotoxicity triggering receptor 1,1
graft,1
immunosuppressant adherence,1
living related transplantation,1
arcuate nucleus of hypothalamus,1
kisspeptins,1
midline thalamic nuclei,1
alkylating,1
cyclophosphamide,1
cytotoxins,1
lymphocyte depletion,1
p-glycoproteins,1
cd4+ t cells clinical immunology cyclophosphamide cytotoxicity pharmacology,1
regulatory t cells,1
drug evaluation,1
preclinical,1
investigational,1
metabolic syndrome x,1
pol gene products,1
transmitted antiretroviral drug resistance,1
phase iii as topic,1
erythropoiesis,1
thrombopoiesis,1
breast,1
collagen type xi,1
inhibin-beta subunits,1
matrix metalloproteinase 13,1
mesenchymal stromal cells,1
small leucine-rich proteoglycans,1
colonic neoplasms,1
rectal neoplasms,1
6-min walk distance,1
copd assessment test (cat),1
daily steps,1
sensewear mini armband,1
kultur,1
kulturtheorie,1
kulturwissenschaft,1
europäische ethnologie,1
komplexität,1
t-cell priming,1
adaptive immune response,1
feedback mechanism,1
innate immune response,1
interferon lambda,1
interferon-stimulated gene,1
interleukin 28,1
aluminum compounds,1
vaccine potency,1
h1n1 subtype,1
interferon-lambda,1
respiratory viruses,1
absorptiometry,1
photon,1
calcification,1
ct-oam,1
supramalleolar osteotomy,1
valgus ankle osteoarthritis,1
dna preservation,1
horse,1
cave,1
dorsolateral prefrontal cortex,1
perigenual anterior cingulate,1
perigenual cingulate cortex,1
calcitonin gene-related peptide,1
ganglia,1
spinal,1
hyperalgesia,1
myelin p0 protein,1
nerve fibers,1
unmyelinated,1
pain threshold,1
schwann cells,1
c-fibers,1
calcitonin gene related protein,1
dorsal root ganglion,1
nociception,1
non-myelinating schwann cell,1
adhesins,1
fatal outcome,1
gastroenteritis,1
serogroup,1
shiga toxin 2,1
shiga-toxigenic escherichia coli,1
decision analysis,1
provider decision making,1
decision rules,1
patient decision making,1
elastic modulus,1
fascia,1
tensile strength,1
anatomical study,1
biomechanics,1
plantar fascia,1
stress-strain,1
windlass effect,1
good scientific conduct,1
scientific misconduct,1
intracranial hemorrhages,1
epithelial-mesenchymal transition,1
wnt5a,1
beta-catenin,1
acetyltransferases,1
heterocyclic compounds,1
in situ hybridization,1
trkc,1
antimicrobials,1
high-throughput rnai screening,1
antirheumatic agents,1
certolizumab pegol,1
immunoglobulin fab fragments,1
renal failure,1
climate negotiations,1
climate finance,1
compensation payments,1
public support,1
conjoint experiment,1
bleomycin,1
electron transport,1
electron transport complex iv,1
pulmonary fibrosis,1
scleroderma,1
baubewilligung,1
basel-stadt,1
notch signaling,1
hippocampal dentate gyrus,1
therapy response,1
schizophrenic psychology,1
political violence,1
woman,1
feminism,1
gender role,1
stereotype,1
raf,1
federal republic of germany,1
william lottig,1
hamburger lebensgemeinschaftsschulen,1
reformpädagogik,1
phagocytosis,1
terminology as topic,1
cyclosporine,1
intracellular space,1
neutrophil activation,1
type c phospholipases,1
dacarbazine,1
tumor necrosis factor alpha-induced protein 3,1
ras proteins,1
atorvastatin,1
blood lipid values,1
randomized double-blind clinical trial,1
exosomes,1
toll-like receptor 9,1
cell-free dna,1
mood disorders,1
tryptophan hydroxylase,1
5-hydroxytryptamine (5-ht),1
bipolar affective disorder (bpad),1
copy number polymorphism (cnp),1
deletion,1
major depressive disorder (mdd),1
tryptophan hydroxylase 2 (tph2),1
sleep-actigraphy,1
brachytherapy,1
genital neoplasms,1
papillomavirus infections,1
papillomavirus vaccines,1
melanocytes,1
vulvar neoplasms,1
quaternary climate change,1
adenosine triphosphatases,1
cell aging,1
rotenone,1
ubiquitins,1
protein quality control,1
fetus,1
high-throughput nucleotide sequencing,1
neuroglia,1
viral regulatory and accessory proteins,1
genetic counselling,1
merkel cell carcinoma,1
pyvan,1
trichodysplasia spinulosa,1
fibroblast growth factor 2,1
gelatinases,1
fibroblast growth factor,1
tissue inhibitor of metalloproteinase-2,1
black market,1
fx market,1
technological progress,1
price setting,1
glycosphingolipids,1
azacitidine,1
n-acetylgalactosaminyltransferases,1
drug screening assays,1
antitumor,1
immortalization,1
peritoneal cancer,1
primary cultures,1
tubal cancer,1
menopause,1
mood swings,1
allopurinol,1
mania,1
placebo-controlled trial,1
anticholesteremic agents,1
azetidines,1
purkinje cells,1
rotarod performance test,1
spinocerebellar ataxias,1
spinocerebellar degenerations,1
transgenic mouse model,1
adam proteins,1
adamts proteins,1
ductal,1
histone deacetylase inhibitors,1
histone-lysine n-methyltransferase,1
adamts17,1
sp1,1
enterococcus faecalis,1
hepatitis b virus,1
interferon-gamma release tests,1
oligoribonucleotides,1
riboflavin,1
toll-like receptor 8,1
external ventricular drain,1
adp-ribosylation factors,1
sleep duration,1
operative surgical procedure,1
peri- and postoperative management,1
virosomes,1
interleukin-2,1
major histocompatibility complex,1
follicular helper,1
fetal blood,1
maternal,1
birth order,1
control group,1
mental retardation,1
siblings,1
dystrophin,1
facioscapulohumeral,1
family centred nursing,1
postpartal care,1
chemocatalysis,1
metathesis,1
sexual transmission,1
transmission bottleneck,1
hiv-hcv coinfection,1
sexual transmission of hcv,1
abscess,1
gram-positive bacterial infections,1
levofloxacin,1
propionibacterium acnes,1
prosthesis-related infections,1
rifampin,1
acetylation,1
hdac,1
histone,1
mir,1
adrenergic beta-2 receptor agonists,1
cyclic amp,1
cyclic amp response element-binding protein,1
ethanolamines,1
formoterol fumarate,1
smooth,1
airway smooth muscle cells,1
chronic obstructive pulmonary disease,1
long acting beta2-agonists,1
imperfect information,1
inflation expectation formation,1
nephritis,1
interstitial,1
renal dialysis,1
nephrology,1
antibody-mediated (abmr),1
t-cell receptor alpha,1
t-cell receptor beta,1
neuroblastoma,1
clonal evolution,1
dna mutational analysis,1
ly,1
surface,1
transplantation chimera,1
alzheimer disease,1
amyloid- (ab),1
protein-protein interaction,1
aggregates,1
fibrillation,1
mood problems,1
nadp,1
nadph oxidase,1
nonheme iron proteins,1
superoxides,1
cell-free system,1
chorionic villi sampling,1
chromosome disorders,1
pair 13,1
pair 18,1
down syndrome,1
genetic counseling,1
maternal serum screening tests,1
trisomy,1
ethylamines,1
gaba agents,1
hydroxyindoleacetic acid,1
5-ht2c,1
gaba-a alpha3 subunit,1
bicuculline,1
phaclofen,1
cd11,1
cd86,1
maytansine,1
parity,1
wnt signaling pathway,1
tgfbeta signaling,1
wnt signaling,1
breast development,1
hormone receptors,1
mammary stem,1
cd4+t lymphocytes,1
mechanism of action,1
mir-126,1
apoptosis regulatory proteins,1
bcl-2-like protein 11,1
cell migration inhibition,1
cyclin-dependent kinase inhibitor p21,1
e2f1 transcription factor,1
pten phosphohydrolase,1
hiv reverse transcriptase,1
erbb-2,1
receptor-like protein tyrosine phosphatases,1
class 4,1
aortic valve,1
body height,1
body size,1
body surface area,1
body weight,1
nonlinear dynamics,1
abortion,1
spontaneous,1
fetal membranes,1
premature rupture,1
live birth,1
propensity score,1
cervical dilation,1
terrestrial records,1
last deglaciation,1
intimate,1
cystic fibrosis,1
c-di-gmp signaling,1
diguanylate cyclase sadc,1
infants,1
orofacial cleft,1
adenylyl cyclases,1
depsipeptides,1
immunoconjugates,1
tumor burden,1
dc maturation,1
antibody-drug conjugates,1
microtubule-depolymerizing chemotherapy,1
granulocyte-macrophage colony-stimulating factor,1
immunocompetence,1
pedicle screw,1
pedicle screws,1
sacrum,1
screw misplacement,1
spinal injuries,1
spinal neoplasms,1
spondylolisthesis,1
thoracic spine,1
thoracic vertebrae,1
dopamine plasma membrane transport proteins,1
alcohol dependence,1
craving,1
dopamine transporter,1
interleukin-23,1
aquaporin 4,1
complement c3a,1
aquaporin-4 igg,1
c1q antibodies,1
anhedonia,1
swimming,1
antidepressant,1
europeanunion . think tanks .knowledge brokerage,1
regenerative medicine,1
estrogenic action,1
bone morphogenetic proteins,1
antagonist,1
limb bud,1
tgfbeta,1
depressed mood,1
injury,1
social support,1
diffuse alveoläre hämorrhagie,1
goodpasture-syndrom,1
anti-glomeruläre basalmembran-antikörper,1
plasmapheresediffuse alveolar hemorrhage,1
goodpasture syndrome,1
plasmapheresis,1
biotin,1
fluoroimmunoassay,1
high-throughput screening assays,1
anti-glycan antibodies,1
end-biotinylated glycopolymers,1
glycan-based suspension array,1
heterobifunctional poly(ethylene glycols),1
unspecific binding,1
theta rhythm,1
theologie,1
bildtheorie,1
mittelalter,1
ikonographie,1
ikonologie,1
transformed,1
hep g2 cells,1
long noncoding,1
20-hydroxysteroid dehydrogenases,1
3-hydroxysteroid dehydrogenases,1
3-oxo-5-alpha-steroid 4-dehydrogenase,1
hydroxyprostaglandin dehydrogenases,1
hydroxysteroid dehydrogenases,1
pregnanolone,1
snps,1
gender-specific,1
neurosteroids,1
neuroepithelial cells,1
organ of corti,1
cadherins,1
european nursing homes,1
pharmanurse,1
research in long-term care,1
cognitive stimulus therapy,1
culture change,1
depression in the nursing home,1
exercise intervention,1
eye care in the nursing home,1
fear of falling,1
homecare,1
medical foster home,1
nursing home research,1
physician practice,1
pressure ulcers,1
psychotropic drugs,1
technological nursing home,1
transitions,1
insulin signaling pathway,1
islets,1
myokines,1
sexuelle gewalt,1
krieg,1
kunst,1
legitimation von bildern,1
family members,1
pflegerische betreuung,1
human umbilical vein endothelial cells,1
cell-derived microparticles,1
interleukin-2 receptor alpha subunit,1
paracrine communication,1
ectosomes,1
extracellular vesicles,1
platelet immunology,1
treatment-resistant major depressive,1
disorder,1
medial prefrontal cortex,1
ventral striatum,1
molecular diagnostic techniques,1
epstein barr virus,1
viral kinetics,1
capillaries,1
optics and photonics,1
photons,1
polycythemia,1
optical imaging,1
16s amplicon ribotyping,1
brassicaceae species,1
bacterial communities,1
power flow,1
nodal pricing,1
economic,1
social and cultural rights,1
european law,1
bkpyv,1
cd4 t cell,1
t cell,1
cytokine profiling,1
flow-cytometry,1
cytoskeletal proteins,1
functional neuroimaging,1
chondroitin sulfate proteoglycans,1
occipital lobe,1
znf804a,1
cortical folding,1
rs1344706,1
susceptibility gene,1
parkinson disease,1
breast self-examination,1
low back pain,1
disabled persons,1
psychological tests,1
careworkers,1
nurse workforce,1
antibody dependent cellular cytotoxicity,1
bc,1
crc,1
ctl,1
cytotoxic t lymphocytes,1
dc,1
fgfr,1
fibroblast growth factor receptor,1
gist,1
gastrointestinal stromal tumor,1
hcc,1
hepatocellular carcinoma,1
hla,1
ido,1
indoleamine-2,1
3-dioxygenase,1
interferon gamma,1
irb,1
institutional review board,1
mhc,1
the major histocompatibility complex,1
mica,1
the major histocompatibility complex (mhc) class i polypeptide-related,1
sequence a,1
mmps,1
nk cell,1
nk,1
natural killer,1
pge2,1
prostaglandin e2,1
rcc,1
renal cell carcinoma,1
roc,1
receiver operating characteristics,1
tams,1
tumor-associated macrophages,1
tgf-beta1,1
tils,1
lymphocyte,1
hla-dp antigens,1
hla-dq antigens,1
radiation dosage,1
lung neoplasm,1
predictive value,1
athalia rosae,1
bone morphogenetic protein,1
facilitated transport,1
sawfly,1
estrogen receptor alpha,1
proto-oncogene proteins c-mdm2,1
tumor suppressor protein p53,1
n-acetylneuraminic acid,1
carotid artery injuries,1
class ib phosphatidylinositol 3-kinase,1
neointima,1
quinoxalines,1
thiazolidinediones,1
nursing monitoring,1
nursing service context factors,1
content validity indexing,1
cross-cultural instrument adaptation,1
human resources for health,1
language translation,1
pyramid texts,1
i- prefix,1
flexivity,1
inflection,1
ngg 'cackle',1
wnn,1
ct i 73c-74f (spell 24),1
experimental proteomics data,1
localization change,1
outer membrane proteome,1
prokaryote,1
histocompatibility antigens class i,1
lymphocyte specific protein tyrosine kinase p56(lck),1
markov chains,1
exenatide,1
skin tests,1
glp-1 receptor agonist,1
adverse reaction,1
allergic reaction,1
postmarketing surveillance,1
heart ventricles,1
oxygen consumption,1
physical endurance,1
physical exertion,1
diastolic stress echocardiography,1
maximal oxygen consumption,1
young subjects,1
citrulline,1
histones,1
hydrolases,1
leukocyte elastase,1
scanning,1
nucleosomes,1
cyclic,1
peroxidase,1
aluminum hydroxide,1
antiperspirants,1
chlorides,1
skin cream,1
antiperspirant,1
palmar-plantar erythrodysesthesia,1
pegylated liposomal doxorubicin,1
abbreviated new drug application (anda),1
bioequivalence,1
follow-on biologics,1
nanopharmaceuticals,1
non-biologic complex drug (nbcd),1
patents,1
pharmacodynamics,1
gtp-binding protein beta subunits,1
gtp-binding protein gamma subunits,1
gaba-b receptor antagonists,1
2-oh-saclofen,1
catecholamine,1
c-fos,1
coordination complexes,1
antimicrobial action,1
gold surfaces,1
medical implants,1
hiv core protein p24,1
reagent kits,1
gag gene products,1
b7 antigens,1
drug synergism,1
interferon-beta,1
comparative philosophy,1
intercultural philosophy,1
tertium comparationis,1
analogy,1
family resemblance,1
angiogenesis inhibitors,1
antihypertensive agents,1
psychomotor agitation,1
type a botulinum toxins,1
energy metabolism,1
fasting,1
nonesterified,1
energy supply,1
metabolic adaptation,1
artificial neural networks,1
bioinformatics,1
clustering,1
control systems,1
environmental applications,1
evolutionary computing,1
feature extraction,1
knowledge representation and reasoning,1
mobile computing,1
multi-agent systems,1
social computing,1
lung diseases,1
chemical inducers of dimerization,1
fusion proteins,1
photocleavable linkers,1
photolysis,1
glenoid cavity,1
humeral head,1
joint instability,1
shoulder joint,1
biocompatible materials,1
carbocyanines,1
micelles,1
drug delivery system,1
peptidic amphiphiles,1
diastole,1
pulmonary,1
diastolic dysfunction,1
pulmonary hypertension,1
sedimentary organic matter,1
bridging social capital,1
bonding social capital,1
competitive advantage,1
strategic analysis,1
value configuration,1
energy efficiency,1
energy conservation,1
political science,1
wage subsidy,1
long-term unemployment,1
regression discontinuity,1
multi-player matrix games,1
gains from switching,1
polynomials in bernstein form 2,1
outcome test,1
swiss foreign policy,1
peace policy,1
peace promotion,1
small states,1
role theory,1
subsidized employment programs,1
training programs,1
program evaluation.,1
natural gas markets,1
portfolio analysis,1
socially responsible investing (sri),1
evolutionary computation,1
asymmetric auctions,1
double auction,1
first-price auction,1
partnership dissolution,1
detail-free mechanism,1
plasmid rk2,1
plasmid dna synthesis,1
lawyers,1
voting behavior,1
incomplete information,1
private values,1
dual-earner couples,1
work hours,1
fathers,1
female breadwinners,1
microfinance,1
moral hazard,1
group lending,1
peer monitoring and monetary policy,1
auctions,1
private information,1
electoral rules,1
citizen candidate model,1
giacomo leopardi,1
reception,1
philosophical system,1
idealism,1
unstable protein complex,1
carbon nanotube,1
ecori,1
politicas selection,1
remuneration of politicians,1
electoral system,1
european parliament,1
bicycle,1
latent variable,1
mimic,1
soep gross worker flows,1
hartz reform,1
matching efficiency,1
unemployment fluctuations,1
biotic responses to climatic change,1
oldest dryas,1
afforestation,1
plant-population dynamics,1
primary succession,1
human dignity,1
biolaw,1
principles,1
resident safety climate,1
psychometric evaluation,1
safety behaviors,1
child-parent relationship,1
hymenoptera,1
parasitic wasp,1
floral,1
adrenal glands,1
dehydroepiandrosterone sulfate,1
arsenic,1
ferrihydrite,1
feroxyhyte,1
goethite,1
hematite,1
iron oxides,1
phosphorous,1
tripuhyite,1
policy-integration,1
nachhaltigkeitspolitik,1
deutsche nachhaltigkeitsstrategie,1
governance for sustainable development,1
remote lake palaeolimnology,1
nitrogen cascade,1
long-range atmospheric pollution,1
arctic lakes,1
high latitude,1
transpiration rate relates to within- and across-species variations in effective path length in a leaf water model of oxygen isotope enrichment,1
morocco,1
netherlands,1
prisoners,1
self report,1
suriname,1
academic service partnership,1
thrombolytic therapy,1
health intervention,1
malaria prevention,1
process outcome,1
individualized medicine,1
symptom distress,1
symptom manageability,1
consensus,1
ankle joint,1
joint denervation,1
joint innervation,1
nerve transposition,1
neuroma,1
sleep-eegs,1
physician's practice patterns,1
unnecessary procedures,1
landscape model,1
mediterranean forest,1
quercus ilex,1
semantic memory,1
executive control,1
animal fluency,1
age-related cognitive decline,1
histone chaperone,1
nucleosome (reorganization),1
kinetic of nucleosome (un)folding,1
transcription through chromatin,1
kernel matching,1
inverse probability weighting,1
inverse probability tilting,1
selection on observables,1
empirical monte carlostudy,1
finite sample properties,1
leaf water,1
alkane,1
chemical structure,1
nc-afm,1
digitaler nachlass,1
sterben,1
erben,1
social-media,1
benini distribution,1
characterization of distributions,1
tissue and organ procurement,1
polynomial automorphisms,1
algebraic group actions,1
ind-varieties,1
affine n-space,1
naloxone,1
dissimilarity,1
visual judgments,1
job search assistance,1
matching estimation,1
active labor market policies,1
clinical laboratory techniques,1
evaporative enrichment,1
l-e dynamics,1
péclet effect,1
amyloid-beta peptides,1
fibrillization,1
structure-activity relationships,1
amyloid-beta peptide,1
natural polyamines,1
protein-ligand binding,1
protein aggregation-pathway,1
peptide fibrillation,1
dysphagia,1
solid dosage forms,1
swallowing difficulties,1
positive illusions,1
vestibular stimulation,1
caloric irrigation,1
anosognosia,1
ethics of belief,1
epistemic vs. practical reasons,1
doxastic voluntarism,1
clifford,1
john greco,1
lateglacial record,1
lacustrine sedimentation,1
palaeotemperatures,1
sw europe,1
alopecia areata diffusa,1
sudden hair blanching,1
biodiesel,1
exotic,1
plantation,1
recruitment,1
seed predation,1
hill-robertson effect,1
clonal interference,1
genealogies,1
university,1
black sigatoka,1
blsd,1
musa,1
mycosphaerella fijiensis,1
shade,1
tropical agroforestry,1
creatinine,1
financial markets,1
portfolio optimization,1
materiality,1
visuality,1
german south west africa,1
j.w. breyer,1
viktor franke,1
cocky hahn,1
identity documents,1
administrative photography,1
portraiture,1
personhood,1
photographic subjectivities,1
lithostathine,1
sputum,1
methane emission,1
carbon dioxide emission,1
alpine tectonics,1
legionnaires' disease,1
vasopressins,1
observational study as topic,1
archäologie,1
heimatschutz,1
denkmalpflege,1
kulturgut,1
equilibrium constants,1
magnesium,1
metal ions,1
ribozymes,1
zinc,1
schizophrenic psychoses,1
transition to psychosis,1
neurological soft signs,1
trait-marker,1
polymer nanoreactor,1
artificial organelle,1
antioxidant enzymes,1
peroxisome,1
triblock copolymer vesicles,1
polymersome nanoreactor,1
macropinocytosis,1
dismutase,1
bioclimatic envelope models,1
climate models,1
climatic niche,1
dynamic vegetation models,1
realized niche,1
destumping,1
manual tillage,1
soil physical properties,1
tomato,1
tractor tillage,1
graphics processing units,1
multi-gpu,1
two-phase flows,1
navier-stokes equations,1
level-set method,1
finite difference,1
ets,1
re policy,1
emission abatement,1
capital regulation,1
cost of equity,1
banking crisis,1
economic growth,1
modigliani-miller,1
war,1
multi-stage contest,1
tullock contest success function,1
microfoundation,1
hotelling-rent,1
oil supply,1
national firms,1
folk theorem,1
repeated games,1
equilibrium selection,1
finite automata,1
social dilemma,1
marriage market,1
stable matchings,1
random matchings,1
search frictions,1
export competition,1
deindustrialization,1
real exchange rate,1
skillbiased technological change,1
term structure of interest rates,1
interest rate dynamics,1
lsap,1
unconventional monetary policy,1
neoclassicism,1
painting,1
political theory,1
public-sector growth,1
bureaucracy,1
patronage,1
legal protection,1
corporate goverance,1
controlled clinical trials as topic,1
representation theory,1
electromagnetic field,1
functional imaging,1
microvascular research,1
intraoperative care,1
highlands malaria,1
oresteia,1
postdramatic theater,1
modern performances of greek tragedy,1
disagreements,1
agreements,1
blogs,1
product innovations,1
process innovations,1
economic dynamics,1
multi-product onopoly,1
heterogeneous products,1
lipocalins,1
lake depth,1
lake trophic state,1
temperature inference,1
enteric pathogens,1
pattern recognition receptors,1
salmonella enterica,1
autoecology,1
palaeoenvironmental reconstruction,1
shape calculus,1
shape hessian,1
ill-posedness,1
wind-driven rain,1
rainfall characteristics,1
wind characteristics,1
murine-derived,1
oxybutynin,1
sweating,1
prospect theory,1
caulobacter cresentus,1
bartonella infections,1
disease reservoirs,1
disease transmission,1
disease vectors,1
molecular typing,1
within-lake deposition patterns,1
representativeness,1
oribatid mites,1
modern sediment samples,1
monte carlo simulations,1
fiscal policies,1
special-interest politics,1
voter turnout,1
heart rate,1
patient care team,1
patient simulation,1
resuscitation,1
desecularization,1
post-secular society,1
public religion,1
public sphere,1
deprivatization,1
secularization,1
nobel laureates,1
academic rankings,1
diversification benefits,1
international mixed-asset portfolios,1
international real estate,1
currency hedging,1
spanning tests,1
out-of-sample tests,1
design research,1
tacit knowledge,1
polanyi,1
western pyrenees,1
cephalometry,1
growth and development,1
velopharyngeal insufficiency,1
anthropology of the senses,1
cultural appropriation,1
flensburg harbour,1
confocal microscopy,1
imaris,1
game theory,1
jensen’s inequality,1
prisoner’s dilemma,1
public goods game,1
tertiary care centers,1
southern europe,1
rainfall simulator,1
aggregate stability,1
alpine soils,1
patient care,1
alternative medicine,1
homeopathy,1
research midconduct,1
chemoenzymatic synthesis,1
sialic acid,1
subarctic pacific stratification,1
plio-pleistocene transition,1
northern hemisphere glaciation,1
nutrient status,1
diatom-bound nitrogen isotopes,1
sea surface temperature reconstructions,1
calibration data set,1
cross-validation,1
model performance,1
sub-fossils,1
analogue matching,1
bergson,1
eckart förster,1
goethe,1
hydrogen isotope ratio,1
lacustrine,1
sedimentary,1
african hydrology,1
western pomerania (germany),1
chironomid-inferred temperatures,1
vegetation development,1
ireland,1
methane-oxidising bacteria,1
swiss integral concept for transport,1
transport planning,1
spatial planning,1
planning history,1
transport policy,1
cybernetics,1
systems analysis,1
policy advice,1
board independence,1
board busyness,1
external commitments,1
director characteristics,1
education and business experience,1
ipbes,1
biodiversity governance,1
ecosystem service,1
demographic transition,1
fertility determinants,1
income-fertility relationship,1
supply-demand framework,1
or in health care service,1
graph theory,1
business process reengineering,1
transfer pricing,1
specific investments,1
actual costs,1
standard costs,1
ceo turnover,1
delayering,1
management levels,1
hierarchical layers,1
hierarchy,1
selection bias,1
kundenerfahrung,1
kundenerlebnis,1
kundenvertrautheit,1
kausalanalyse,1
partial least squares,1
internet-handel,1
university management,1
southern arabia,1
ambulatory care,1
nurse's practice patterns,1
patient transfer,1
boron,1
deficiency cytoskeletal proteins,1
metabolism electrophoresis,1
two-dimensional gene expression profiling lupinus,1
metabolism plant proteins,1
metabolism plant roots,1
metabolism proteome,1
plasmodium berghei,1
all,1
taxa,1
inventory,1
botanists,1
ecosystems,1
habitat conservation,1
native species,1
volunteer,1
zoologists,1
unconsolidated sediment,1
digital mapping,1
ground penetrating radar (gpr),1
quaternary gravel deposits,1
geophysical-data,1
sw-germany,1
glaciofluvial sediments,1
hydraulic conductivity,1
braided-stream,1
scale,1
decision-making authority,1
mundlak‘s approach,1
trust-based working time,1
working time flexibility,1
school dysfunction,1
goal gradient,1
monitoring progress,1
controls,1
parenting style,1
nlrs,1
francisella tularensis,1
cues,1
extraversion (psychology),1
theory of sustainability,1
capability approach,1
groundwater vulnerability,1
particle-transport,1
tracer experiments,1
flow model,1
conduits,1
small drainage basins,1
motion,1
salt,1
ground source heat pumps,1
risk analysis,1
geothermal energy use concept,1
pump systems,1
regional groundwater flow,1
groundwater modeling,1
zone,1
early neolithic,1
sw asia,1
se europe,1
gene transfer,1
horizontal,1
legionella pneumophila,1
indole alkaloids,1
new zealand,1
spermidine,1
structure-activity relationship,1
urochordata,1
technetium,1
map kinase kinase kinases,1
bayesian inference,1
kriging,1
malaria risk,1
markov-chains,1
non-stationarity,1
prevalence data,1
reversible jump markov chain monte carlo,1
spatial covariance structure,1
voronoi tessellation,1
commodity price shocks,1
julius africanus,1
christ’s genealogy,1
history of biblical exegesis,1
late quaternary,1
calibration data-set,1
entomology,1
rarity,1
cognitive enhancements,1
trade-offs,1
constraints,1
journal quality,1
welfare-to-work policies,1
programme evaluation,1
francisella,1
aim2,1
sting,1
interleukin-1b,1
cutaneous sarcoidosis,1
sarcoidosis treatment,1
systemic sarcoidosis,1
cyclin-dependent kinase inhibitor proteins,1
rna-binding proteins,1
annually laminated sediments,1
varves,1
structure prediction,1
dna fingerprinting,1
inverted repeat sequences,1
metagenomics,1
yeasts,1
public,1
private,1
mass media communication,1
news discourse,1
international mediation,1
peace process,1
inclusion,1
exclusion,1
public participation,1
global justice,1
negotiating with terrorists,1
spoilers,1
responsibility to protect,1
humanitarian intervention,1
